player_id,player_name,team_name,team_code,throws,pitch_type,pitches,kph_avg,kph_max,spin_rpm_avg,spin_rpm_max
0000006740,楊強森,統一7-ELEVEn獅二軍,ADD022,R,breakingball,12,127.72950397151999,131.84817871104,2004.7240166666668,2364.1965
0000006749,魔力藍,富邦悍將,AEO011,L,breakingball,323,130.68208307553874,140.09053056768,2335.8581476780187,2678.0686
0000006749,魔力藍,富邦悍將,AEO011,L,fastball,246,144.89299329712387,148.5550845504,2494.391062601628,2618.723
0000006767,許育銘,台鋼雄鷹,AKP011,L,fastball,75,137.338055576832,142.27455521664,2125.2553986666667,2317.091
0000006767,許育銘,台鋼雄鷹,AKP011,L,breakingball,25,111.5558211677184,120.60629932032,2060.914776,2358.1113
0000006771,陳正毅,台鋼雄鷹二軍,AKP022,R,fastball,79,142.63851365881519,145.37255851008,2330.5913721518987,2556.9263
0000006771,陳正毅,台鋼雄鷹二軍,AKP022,R,breakingball,63,131.3929938976914,135.52641489024,2224.0797031746024,2536.555
0000006818,髙塩將樹,統一7-ELEVEn獅,ADD011,R,fastball,81,142.24635076764446,146.28730963968,2244.164256790124,2369.1814
0000006818,髙塩將樹,統一7-ELEVEn獅,ADD011,R,breakingball,50,123.15233109611518,132.58477545984,1507.415713,2504.6187
0000006832,陳柏清,台鋼雄鷹,AKP011,L,fastball,131,143.90725583495816,147.37823565696,2150.1969206106864,2295.3152
0000006832,陳柏清,台鋼雄鷹,AKP011,L,breakingball,95,127.88463819692466,136.4445295488,2118.477915789473,2858.4849
0000006833,陳宇宏,台鋼雄鷹,AKP011,R,fastball,59,132.3293602923824,137.01620072448,2308.7813338983046,2482.9763
0000006833,陳宇宏,台鋼雄鷹,AKP011,R,breakingball,34,114.01839285594355,130.81621905792,2094.8054970588237,2376.2334
0000006848,林詔恩,統一7-ELEVEn獅二軍,ADD022,L,fastball,53,140.55203759181285,142.51434747264,2369.062873584906,2455.459
0000006848,林詔恩,統一7-ELEVEn獅二軍,ADD022,L,breakingball,15,125.18286166425601,135.95417852544,2133.2900733333336,2567.2078
0000006850,鄭副豪,統一7-ELEVEn獅,ADD011,R,fastball,49,148.31214816172405,151.38501941376,2397.152828571428,2621.24
0000006850,鄭副豪,統一7-ELEVEn獅,ADD011,R,breakingball,27,135.42921230079997,140.16748939776,2304.227433333333,2722.2031
0000006860,劉家翔,樂天桃猿二軍,AJL022,R,fastball,85,143.47399645982117,148.14306029952,2369.9395352941174,2528.0818
0000006860,劉家翔,樂天桃猿二軍,AJL022,R,breakingball,32,129.31182239184,136.27321488,2091.2172281249996,2430.0627
0000006863,*潘奕誠,富邦悍將二軍,AEO022,R,fastball,49,140.77251209299595,144.49224734208,2065.412328571428,2265.18
0000006863,*潘奕誠,富邦悍將二軍,AEO022,R,breakingball,43,126.26048581712371,142.9275304512,2073.2495232558144,2409.5215
0000006864,*郭泰呈,富邦悍將二軍,AEO022,R,fastball,41,142.05687416963124,145.11554627328,2426.7154585365856,2552.2825
0000006864,*郭泰呈,富邦悍將二軍,AEO022,R,breakingball,21,129.58259020909716,133.35277051008,1406.748868095238,2382.6433
0000006867,*徐基麟,中信兄弟二軍,ACN022,R,fastball,65,141.89696869903764,144.28877798016,2162.968612307692,2273.2466
0000006867,*徐基麟,中信兄弟二軍,ACN022,R,breakingball,60,128.383068225984,135.06591719808,2004.2941749999995,2505.0732
0000006870,林栚呈,富邦悍將,AEO011,R,fastball,96,142.08477265488,145.1667716928,2330.062826041668,2528.5623
0000006870,林栚呈,富邦悍將,AEO011,R,breakingball,87,129.6306308716138,136.0363194432,1828.1591218390804,2202.9749
0000006874,*盧孟揚,中信兄弟二軍,ACN022,R,breakingball,150,131.59120273812476,141.81513578496,2351.265520000001,3055.6167
0000006874,*盧孟揚,中信兄弟二軍,ACN022,R,fastball,117,147.0130328626215,150.81981780096,2491.819192307691,2723.97
0000006875,陳柏均,中信兄弟二軍,ACN022,L,breakingball,17,124.4935760316988,128.14025013504,1997.0685529411767,2492.3909
0000006875,陳柏均,中信兄弟二軍,ACN022,L,fastball,11,139.21781989248004,141.56987175936,2085.707436363636,2159.9902
0000006878,吳君奕,味全龍二軍,AAA022,R,breakingball,18,132.20168006144,137.70137893248,2082.6149244444446,2746.0256
0000006878,吳君奕,味全龍二軍,AAA022,R,fastball,9,143.64716292608,145.61486134272,2074.8791333333334,2265.1594
0000006881,*鄭展昊,味全龍二軍,AAA022,R,fastball,75,143.7422110688256,148.98774059136,1843.5574906666666,2220.9822
0000006881,*鄭展昊,味全龍二軍,AAA022,R,breakingball,1,122.85236418048,122.85236418048,2086.0408,2086.0408
0000006910,王伯洋,味全龍,AAA011,L,fastball,40,139.40622341711995,147.67969797504,2307.6337700000004,2513.857
0000006910,王伯洋,味全龍,AAA011,L,breakingball,37,124.83769008508541,130.81800542976,2255.287816216216,2572.9907
0000006917,謝葆錡,台鋼雄鷹二軍,AKP022,R,fastball,39,142.54065323195078,145.99780474752,2214.3143487179486,2329.4731
0000006917,謝葆錡,台鋼雄鷹二軍,AKP022,R,breakingball,13,122.03911190104617,127.01419213824,1927.3238153846155,2757.235
0000006918,李欣穎,台鋼雄鷹二軍,AKP022,R,fastball,25,144.8111594552832,148.3127978112,2510.4660280000003,2635.3647
0000006918,李欣穎,台鋼雄鷹二軍,AKP022,R,breakingball,17,132.78544077650824,140.2246372032,2520.0433235294113,2883.4937
0000006920,陳冠豪,台鋼雄鷹二軍,AKP022,R,fastball,7,147.19571075766856,147.89872969344,2245.1725714285717,2306.0918
0000006920,陳冠豪,台鋼雄鷹二軍,AKP022,R,breakingball,6,128.90650441152,133.36937894016,2223.74885,2761.062
0000006921,伍祐城,台鋼雄鷹二軍,AKP022,R,fastball,30,144.392485716864,147.64220025984,2306.4435666666664,2460.4944
0000006921,伍祐城,台鋼雄鷹二軍,AKP022,R,breakingball,17,126.47710292510116,132.92230317696,1978.6956823529408,2572.205
0000006922,黃紹睿,台鋼雄鷹二軍,AKP022,R,fastball,7,143.0376624592457,144.80883749376,2404.0604857142857,2469.253
0000006922,黃紹睿,台鋼雄鷹二軍,AKP022,R,breakingball,4,128.76418475712,134.44858893312,2195.78135,2428.8384
0000006923,*曾品洋,中信兄弟二軍,ACN022,R,breakingball,34,134.46786934757648,141.03431426304,2333.370261764706,2508.7336
0000006923,*曾品洋,中信兄弟二軍,ACN022,R,fastball,31,147.77485433261418,151.84067298048,2383.39144516129,2490.6204
0000006949,林詩翔,台鋼雄鷹,AKP011,R,breakingball,79,129.89139445345214,138.6427325184,2160.9860493670885,2719.038
0000006949,林詩翔,台鋼雄鷹,AKP011,R,fastball,72,145.47410431664,149.0514867072,2367.021386111111,2573.9841
0000006982,黃群,台鋼雄鷹,AKP011,L,breakingball,10,127.98140788223998,131.27333712768,2064.27166,2813.4976
0000006982,黃群,台鋼雄鷹,AKP011,L,fastball,5,145.041007896576,146.117974464,2332.7883199999997,2366.0112
0000007044,*鄭澔,統一7-ELEVEn獅二軍,ADD022,L,fastball,41,140.8849377006205,144.8327523456,2373.0052951219523,2542.0605
0000007044,*鄭澔,統一7-ELEVEn獅二軍,ADD022,L,breakingball,9,121.41584226816,135.23417411328,2128.3896666666665,2233.6775
0000007047,盧冠宇,樂天桃猿二軍,AJL022,R,breakingball,8,132.37535152511998,137.55800247552,1873.8872575,2424.5845
0000007047,盧冠宇,樂天桃猿二軍,AJL022,R,fastball,5,145.625006647296,145.91666162304,2260.83928,2304.2368
