year,game_kind,player_id,player_name,team_code,team_name,barrels,bbe,brls_bbep,brls_pap,distance_avg_hr,distance_max,ev50th,ev90th,ev_avg,ev_max,fb_ld,hard_hit,hard_hit_swing,hard_hitp,la_avg,la_sw_spp
2026,A,0000000361,張洺瑀,AEO011,富邦悍將,0,33,0,0,0,110.807821056,156.62866651344,167.73806805888,139.25978036735998,170.50157993088,0.875,11,0.3333333333333333,0.3333333333333333,10.696201939393942,0.3939393939393939
2026,A,0000006736,王苡丞,AEO011,富邦悍將,1,33,0.1,0.021739130434782608,0,111.469615008,154.82129072255998,163.85692578816,135.38915540352,166.39026928128,0.6666666666666666,10,0.30303030303030304,0.30303030303030304,20.093734818181826,0.42424242424242425
2026,A,0000006851,林培緯,ADD011,統一7-ELEVEn獅,2,33,0.2,0.047619047619047616,0,114.900510864,157.32169832016,169.10820453120002,140.00443163904,174.782000448,0.875,10,0.30303030303030304,0.30303030303030304,14.467945212121206,0.30303030303030304
2026,A,0000006235,林政華,AJL011,樂天桃猿,0,33,0,0,0,97.40770968,146.49926829120002,153.19516662912,127.79970465408,154.73390334336,1.4,2,0.06060606060606061,0.06060606060606061,11.909884363636358,0.2727272727272727
2026,A,0000006726,李展毅,AAA011,味全龍,2,31,0.2,0.05,0,124.25053128,156.264729595392,166.7740656384,137.11112450588902,168.00611503104,2,10,0.3225806451612903,0.3225806451612903,8.669312096774195,0.3225806451612903
2026,A,0000005569,曾頌恩,ACN011,中信兄弟,3,30,0.375,0.06818181818181818,0,115.626328056,154.81775445734402,170.80528996607998,139.99947227481604,174.86187219072,3,8,0.26666666666666666,0.26666666666666666,12.929984699999999,0.16666666666666666
2026,A,0000005531,邱智呈,ADD011,統一7-ELEVEn獅,3,30,0.3,0.06521739130434782,115.70125704,116.27530212,155.63948657664002,168.78999967104002,138.738400508928,173.45374447104,4,10,0.3333333333333333,0.3333333333333333,23.551122666666664,0.16666666666666666
2026,A,0000001804,陳傑憲,ADD011,統一7-ELEVEn獅,1,29,0.09090909090909091,0.02857142857142857,113.70984624,113.70984624,157.00687988379428,166.12486431552,145.30374018590894,168.5844971712,0.7142857142857143,11,0.3793103448275862,0.3793103448275862,4.481740931034483,0.4482758620689655
2026,A,0000001473,李宗賢,AEO011,富邦悍將,0,29,0,0,0,112.10333688,150.6363882204343,159.5462603328,134.42359027133793,159.57312028416,0.8333333333333334,4,0.13793103448275862,0.13793103448275862,5.476799241379309,0.3448275862068966
2026,A,0000006847,田子杰,ADD011,統一7-ELEVEn獅,0,27,0,0,115.43794032,115.43794032,145.75447812450463,156.02435582976,130.70584905429334,158.05500999552,1.4,3,0.1111111111111111,0.1111111111111111,15.539482037037041,0.4074074074074074
2026,A,0000007304,曾聖安,AAA011,味全龍,2,25,0.2222222222222222,0.045454545454545456,121.367074512,121.367074512,155.911704432,166.73120880768,139.491326734848,168.06273175296,0,9,0.36,0.36,17.74213188,0.16
2026,A,0000001291,郭阜林,AKP011,台鋼雄鷹,0,25,0,0,0,106.95276552,143.92900912896002,159.61403785535998,124.7870544509952,163.9739680128,1,2,0.08,0.08,5.45579584,0.32
2026,A,0000001119,許基宏,ACN011,中信兄弟,2,25,0.2222222222222222,0.045454545454545456,0,117.029563248,158.42600536224,173.41894240704,135.85124488319997,175.22366881536,0,9,0.36,0.36,-6.154773839999999,0.24
2026,A,0000001258,劉時豪,AKP011,台鋼雄鷹,0,25,0,0,0,111.47224848,152.08936624991998,164.5142247936,133.19926226703356,167.06159103744,0.6666666666666666,5,0.2,0.2,-1.2248667199999996,0.32
2026,A,0000007064,陳世嘉,AKP011,台鋼雄鷹,0,24,0,0,0,105.32938548,147.56277376896,157.23279614592,127.79682081936,157.52904418944,9,2,0.08333333333333333,0.08333333333333333,16.90237541666667,0.125
2026,A,0000005510,林澤彬,AEO011,富邦悍將,0,23,0,0,0,105.066824664,150.74115452927998,157.44390184512,130.23851774024348,158.89072624128,0.75,2,0.08695652173913043,0.08695652173913043,-3.995227478260868,0.30434782608695654
2026,A,0000006806,池恩齊,AEO011,富邦悍將,0,23,0,0,0,112.305394896,146.78467593983999,158.68950191424,125.7419196413217,160.67309081472,0.25,3,0.13043478260869565,0.13043478260869565,1.655726695652174,0.391304347826087
2026,A,0000006716,張翔,ADD011,統一7-ELEVEn獅,0,22,0,0,0,90.728359056,145.6360564032,157.1193293472,129.04281414144,158.98490505216,0.6666666666666666,2,0.09090909090909091,0.09090909090909091,10.07382118181818,0.4090909090909091
